
Провести диагностику смартфона	OK	Ремонт цифровой техники -> Планшеты и телефоны
	Ремонт цифровой техники -> Планшеты и телефоны = 0.981	Другое = 0.019
	Фото- и видео-услуги -> Видеопрезентации, заставки, слайд-шоу = 0.901	Фото- и видео-услуги = 0.099
	видео(1;1.0;видеоролик), слайды(1;1.0;слайдшо), фото(1;1.0;фот)
Подобрать шаблон для презентации, отретушировать фото и вставить в презентацию	OK	Фото- и видео-услуги -> Видеопрезентации, заставки, слайд-шоу
	Фото- и видео-услуги -> Видеопрезентации, заставки, слайд-шоу = 1.000
	выбор-подбор(1;1.0;подобра), фото(1;1.0;фот), презентация(2;1.0;презентац), ретуш(1;1.0;отретуширова), шаблон(1;1.0;шаблон)



----------------------------------------------------------

USB провод для motorola v3	OK	Запчасти для цифровой техники
	Запчасти для цифровой техники = 0.898	Другое = 0.064	Фото- и видео-услуги = 0.031	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 0.007
	производитель электроники(1;0.3;motorol), производитель телефонов(1;0.3;motorol), производитель смарт-часов(1;0.3;motorol), производитель планшетов(1;0.3;motorol), мобильные аксессуары(1;1.0;usb провод), провести(1;1.0;провод), запчасти(1;1.0;провод)



----------------------------------------------------------

Отремонтировать видеокамеру	OK	Ремонт цифровой техники -> Видео-фото техника
	Ремонт цифровой техники -> Видео-фото техника = 0.944	Другое = 0.040	Фото- и видео-услуги = 0.016
	фото-видео техника(1;1.0;видеокамер), ремонт(1;1.0;отремонтирова)
Ремонт объектива Canon	OK	Ремонт цифровой техники -> Видео-фото техника
	Ремонт цифровой техники -> Видео-фото техника = 0.950	Другое = 0.039	Фото- и видео-услуги = 0.010
	фото-видео техника(1;1.0;объектив), ремонт(1;1.0;ремонт), производитель фото(1;0.3;canon)
Починить фотоаппарат Panasonic Lumix DMC-LX3	OK	Ремонт цифровой техники -> Видео-фото техника
	Ремонт цифровой техники -> Видео-фото техника = 1.000
	фото-видео техника(1;1.0;фотоаппарат), ремонт(1;1.0;почин), производитель электроники(1;0.3;panasonic), производитель аудио(1;0.3;panasonic), производитель тв(1;0.3;panasonic), производитель планшетов(1;0.3;panasonic)
Отремонтировать фотоаппарат Olympus	OK	Ремонт цифровой техники -> Видео-фото техника
	Ремонт цифровой техники -> Видео-фото техника = 0.950	Другое = 0.039	Фото- и видео-услуги = 0.010
	фото-видео техника(1;1.0;фотоаппарат), ремонт(1;1.0;отремонтирова), производитель фото(1;0.3;olympus)
